ID,Home_Longitude,Home_Latitude
923,104.083795,30.666853
924,104.062325,30.665757
925,104.048002,30.662948
926,104.035803,30.666414
927,104.040395,30.655369
928,104.067133,30.647195
929,104.095094,30.67009
930,104.071263,30.647319
931,104.070317,30.64974
932,104.044182,30.642636
933,104.077036,30.645745
934,104.084791,30.669796
935,104.047719,30.66439
936,104.067902,30.673235
937,104.064978,30.669908
938,104.06531,30.657825
939,104.052486,30.665248
940,104.062273,30.651483
941,104.055145,30.674159
942,104.076097,30.665355
943,104.054269,30.666257
944,104.084869,30.656032
945,104.062846,30.671114
946,104.060696,30.671626
947,104.045795,30.654128
948,104.071768,30.653114
949,104.057184,30.66992
950,104.081773,30.673557
951,104.038659,30.652451
952,104.05024,30.680027
953,104.059686,30.65465
954,104.070222,30.652235
955,104.054365,30.667499
956,104.069373,30.651317
957,104.041967,30.645555
958,104.070741,30.670332
959,104.083392,30.658476
960,104.038614,30.661305
961,104.063798,30.669564
962,104.073412,30.659773
963,104.052844,30.643385
964,104.063262,30.651064
965,104.062667,30.645677
966,104.049145,30.638237
967,104.073428,30.636809
968,104.044911,30.678965
969,104.063933,30.635156
970,104.108457,30.652828
971,104.05627,30.651306
972,104.061487,30.662106
973,104.037814,30.679893
974,104.068491,30.676355
975,104.043954,30.661892
976,104.057526,30.665299
977,104.057834,30.628075
978,104.050392,30.672126
979,104.067724,30.668943
980,104.072029,30.66012
981,104.078317,30.65321
982,104.080913,30.674439
983,104.038167,30.677527
984,104.089148,30.658137
985,104.043624,30.67813
986,104.032819,30.672346
987,104.054488,30.661197
988,104.066758,30.659454
989,104.061144,30.673624
990,104.046486,30.654231
991,104.04588,30.649612
992,104.059873,30.649188
993,104.072681,30.660874
994,104.054581,30.67962
995,104.071066,30.668632
996,104.045992,30.647319
997,104.059115,30.66328
998,104.067012,30.654148
999,104.03164,30.666571
1000,104.043343,30.663499
1001,104.058138,30.684431
1002,104.078311,30.640912
1003,104.087908,30.654726
1004,104.041731,30.673161
1005,104.056626,30.6648
1006,104.069329,30.638276
1007,104.052545,30.673076
1008,104.036484,30.656721
1009,104.068685,30.645084
1010,104.044831,30.659341
1011,104.054664,30.670965
1012,104.089501,30.656338
1013,104.081856,30.637624
1014,104.076048,30.652718
1015,104.059739,30.640175
1016,104.056544,30.640862
1017,104.04397,30.66487
1018,104.059131,30.636364
1019,104.068881,30.649486
1020,104.082807,30.658906
1021,104.035675,30.673699
1022,104.057588,30.672542
1023,104.036496,30.668657
1024,104.042066,30.652571
1025,104.064294,30.642799
1026,104.082722,30.653152
1027,104.064758,30.669126
1028,104.05217,30.650541
1029,104.039068,30.663426
1030,104.058467,30.638452
1031,104.047622,30.652174
1032,104.041672,30.647783
1033,104.083281,30.643816
1034,104.080914,30.655941
1035,104.079464,30.66423
1036,104.066509,30.676562
1037,104.065884,30.631674
1038,104.05525,30.675322
1039,104.075112,30.66709
1040,104.047158,30.639429
1041,104.077939,30.67242
1042,104.061836,30.648984
1043,104.058282,30.668016
1044,104.078512,30.671412
1045,104.062652,30.648911
1046,104.097039,30.656498
1047,104.042522,30.650869
1048,104.06061,30.667731
1049,104.03822,30.657618
1050,104.038055,30.650447
1051,104.045795,30.633857
1052,104.03956,30.660495
1053,104.070013,30.643534
1054,104.050239,30.670004
1055,104.047141,30.667224
1056,104.078755,30.655577
1057,104.04956,30.684043
1058,104.064862,30.653204
1059,104.097722,30.666756
1060,104.048447,30.648874
1061,104.080026,30.662016
1062,104.071602,30.65452
1063,104.071195,30.66428
1064,104.051785,30.686176
1065,104.077891,30.675752
1066,104.06041,30.676025
1067,104.045851,30.667301
1068,104.04221,30.665016
1069,104.06825,30.654381
1070,104.072837,30.673369
1071,104.058675,30.649757
1072,104.075507,30.643372
1073,104.092837,30.653108
1074,104.047046,30.658717
1075,104.043568,30.653138
1076,104.071928,30.659825
1077,104.058744,30.679922
1078,104.041546,30.644276
1079,104.049394,30.652387
1080,104.072712,30.665615
1081,104.069388,30.644014
1082,104.038728,30.672247
1083,104.061943,30.66808
1084,104.064965,30.655661
1085,104.042094,30.65792
1086,104.046992,30.671714
1087,104.046127,30.644781
1088,104.067839,30.646303
1089,104.090069,30.653159
1090,104.073622,30.64746
1091,104.044736,30.64598
1092,104.05531,30.649844
1093,104.092297,30.653024
1094,104.054286,30.676627
1095,104.076415,30.642266
1096,104.046859,30.67272
1097,104.080907,30.674453
1098,104.080228,30.653619
1099,104.0683,30.651428
1100,104.073106,30.651436
1101,104.065127,30.63916
1102,104.076662,30.656592
1103,104.0609,30.660968
1104,104.06064,30.677738
1105,104.046698,30.645552
1106,104.060533,30.670735
1107,104.081328,30.665773
1108,104.08909,30.647716
1109,104.0622,30.637635
1110,104.069779,30.668247
1111,104.036039,30.67202
1112,104.077527,30.676219
1113,104.082827,30.649019
1114,104.041239,30.669613
1115,104.058918,30.672836
1116,104.048374,30.682493
1117,104.065064,30.668138
1118,104.043048,30.662291
1119,104.037631,30.652995
1120,104.065272,30.662682
1121,104.060723,30.63675
1122,104.041973,30.65076
1123,104.074836,30.673166
1124,104.05605,30.652557
1125,104.070712,30.676177
1126,104.095129,30.645332
1127,104.043156,30.65427
1128,104.080983,30.650191
1129,104.066714,30.64839
1130,104.049035,30.64652
1131,104.045663,30.671666
1132,104.06604,30.653575
1133,104.061045,30.679489
1134,104.092204,30.655335
1135,104.073687,30.661051
1136,104.055079,30.637831
1137,104.060743,30.634312
1138,104.062078,30.677417
1139,104.058411,30.661135
1140,104.054357,30.661916
1141,104.058835,30.665789
1142,104.060423,30.664663
1143,104.064794,30.659468
1144,104.043799,30.662234
1145,104.050928,30.646511
